iter	Logloss
0	0.6378762645
1	0.5785400273
2	0.5322959837
3	0.489819455
4	0.4455040386
5	0.412399182
6	0.38233103
7	0.356428078
8	0.3254741086
9	0.2921483268
10	0.2682781735
11	0.2428154862
12	0.2259089824
13	0.2049982708
14	0.1863345544
15	0.1746978923
16	0.1581338265
17	0.1457709029
18	0.1371474067
19	0.1273970987
20	0.1187465166
21	0.1106717077
22	0.1032739155
23	0.09666286601
24	0.08986625325
25	0.08248090487
26	0.07551967922
27	0.06917653527
28	0.06422025041
29	0.06018063805
30	0.05693960137
31	0.05391419445
32	0.05024978481
33	0.04734258461
34	0.04498199344
35	0.04134435677
36	0.03837464319
37	0.03576835065
38	0.03343566183
39	0.03194840746
40	0.0305277881
41	0.02848328314
42	0.0266161624
43	0.02493195786
44	0.02373575592
45	0.02237717273
46	0.02091434259
47	0.01968708341
48	0.01856324591
49	0.01792137132
50	0.01739552987
51	0.01666852609
52	0.01579501147
53	0.01494793837
54	0.01444565591
55	0.01386570381
56	0.01348007272
57	0.01304370566
58	0.01272086301
59	0.01241710321
60	0.01214334408
61	0.01170748829
62	0.01137549219
63	0.01100673402
64	0.01073735615
65	0.01018600198
66	0.009880122399
67	0.009681093712
68	0.009427884419
69	0.009216527185
70	0.00895499175
71	0.008775025815
72	0.008625755755
73	0.008445947406
74	0.008231822522
75	0.007983586976
76	0.007861730121
77	0.007707756456
78	0.007476001596
79	0.007331884955
80	0.007245852994
81	0.00710897017
82	0.006979907457
83	0.006856190999
84	0.006754193461
85	0.006579317128
86	0.006408747283
87	0.006199001941
88	0.00610574231
89	0.005975920628
90	0.005885754809
91	0.005778201135
92	0.005676888464
93	0.005540588134
94	0.005482787435
95	0.00539608643
96	0.005317287553
97	0.005229702244
98	0.005194298513
99	0.005150957826
100	0.004986722646
101	0.004923589897
102	0.004880843882
103	0.004781284304
104	0.004696547578
105	0.004654013911
106	0.004595829057
107	0.004566694515
108	0.004541842303
109	0.004498094293
110	0.004414650402
111	0.004391286607
112	0.004354664759
113	0.004290232317
114	0.004250307881
115	0.004229841142
116	0.004193271068
117	0.004139989485
118	0.004117725983
119	0.004072596138
120	0.004027197682
121	0.004005364404
122	0.003963887778
123	0.003929170144
124	0.003904889475
125	0.003887902062
126	0.003839033793
127	0.003797731578
128	0.003759450914
129	0.003695286203
130	0.003668901639
131	0.00366027223
132	0.003619512126
133	0.003597960632
134	0.003569395249
135	0.003515713175
136	0.003474119674
137	0.003433770515
138	0.003397734338
139	0.003352592709
140	0.003284453365
141	0.003247904574
142	0.003212583336
143	0.003183589364
144	0.003155598075
145	0.003124093205
146	0.003104959236
147	0.003071096991
148	0.003041581089
149	0.003010346539
150	0.002986926827
151	0.002980290988
152	0.002948871388
153	0.002911642696
154	0.002911554189
155	0.002900029008
156	0.002879099318
157	0.002859384366
158	0.002839356838
159	0.002783069738
160	0.002767290176
161	0.002731821443
162	0.002695079625
163	0.002649032968
164	0.002632887603
165	0.002609800121
166	0.002602401304
167	0.002564727907
168	0.002557236966
169	0.002537564412
170	0.002519600897
171	0.002507906957
172	0.002482829611
173	0.002445531777
174	0.002432671298
175	0.002417503173
176	0.002393639806
177	0.00238890622
178	0.002377815307
179	0.002350740018
180	0.002340071777
181	0.002300439416
182	0.002283690898
183	0.002271122048
184	0.002258033723
185	0.002227893123
186	0.00219064229
187	0.002185089566
188	0.002163627338
189	0.00214907161
190	0.002125980134
191	0.002108250226
192	0.002082392536
193	0.002050138223
194	0.002031059313
195	0.002017220244
196	0.001995832237
197	0.001983555326
198	0.001983555326
199	0.001978124442
200	0.001958341001
201	0.001936206691
202	0.001921924521
203	0.001909961683
204	0.001896369263
205	0.001896357798
206	0.001879916884
207	0.001862729956
208	0.001852388279
209	0.001846289241
210	0.001834047893
211	0.001834064952
212	0.00182817421
213	0.001828167423
214	0.001817669617
215	0.001817654942
216	0.001809797407
217	0.001796853885
218	0.00178926249
219	0.001778621173
220	0.001768413022
221	0.001756045027
222	0.001756045027
223	0.001730136913
224	0.001716167316
225	0.001697661835
226	0.001687259937
227	0.001657071075
228	0.001647997072
229	0.00164322469
230	0.001635547826
231	0.001627672115
232	0.001616524721
233	0.001612871019
234	0.001591450817
235	0.001591444489
236	0.001585396847
237	0.001573310608
238	0.001563630277
239	0.001556440048
240	0.001544728291
241	0.001540355953
242	0.001540326145
243	0.001540326145
244	0.001535388094
245	0.001524114273
246	0.001518597765
247	0.001518589786
248	0.001518589786
249	0.001517445798
250	0.00150699157
251	0.001482615757
252	0.001468646783
253	0.001457739977
254	0.001457736401
255	0.001449426405
256	0.001449414941
257	0.001439839733
258	0.001419978664
259	0.001415710828
260	0.001409948288
261	0.001403275698
262	0.001396760331
263	0.001388134969
264	0.0013881313
265	0.001388125063
266	0.001374625827
267	0.001374615188
268	0.001366775709
269	0.00136676883
270	0.001361566222
271	0.001343116737
272	0.001336142266
273	0.001328784318
274	0.001321700732
275	0.001307617056
276	0.001296345673
277	0.001296345673
278	0.001292249157
279	0.001282866139
280	0.001278272975
281	0.001273424386
282	0.001273408152
283	0.001273420993
284	0.0012734213
285	0.001267358828
286	0.00126095869
287	0.00126095924
288	0.001249999077
289	0.001244645092
290	0.001239568854
291	0.001239567387
292	0.001223111325
293	0.001220863754
294	0.001212895704
295	0.001201502334
296	0.001194104186
297	0.001187991186
298	0.001180891422
299	0.001176347175
300	0.001176347175
301	0.001176352678
302	0.001170239487
303	0.001160053851
304	0.001160054951
305	0.001160036333
306	0.001160036333
307	0.00114834884
308	0.001148340677
309	0.001142708637
310	0.001138478948
311	0.001138469043
312	0.001132515312
313	0.001132512011
314	0.001126205702
315	0.001126201942
316	0.001126201942
317	0.001126201942
318	0.00112081901
319	0.001111265161
320	0.001111263693
321	0.001111247184
322	0.001111253329
323	0.001111253329
324	0.001111246909
325	0.001111253879
326	0.001111253879
327	0.001102535597
328	0.001096855051
329	0.001089438504
330	0.001086646851
331	0.001086642815
332	0.001086645567
333	0.001086645567
334	0.001079114027
335	0.001079114027
336	0.001070652217
337	0.001070652217
338	0.00107064277
339	0.001070647998
340	0.001064395581
341	0.001064395581
342	0.001057510315
343	0.001057508114
344	0.001057508114
345	0.001057500043
346	0.0010574839
347	0.0010574828
348	0.001057484176
349	0.001057469134
350	0.001051885406
351	0.001051885406
352	0.001049308766
353	0.001049300787
354	0.001049301979
355	0.001049238786
356	0.001049238786
357	0.001040181425
358	0.001040187204
359	0.00104017473
360	0.0010288393
361	0.001020816715
362	0.001016255715
363	0.001016259017
364	0.001008999598
365	0.001005484804
366	0.001005482603
367	0.001000806647
368	0.0009949695485
369	0.0009949576253
370	0.00099495414
371	0.0009949602851
372	0.0009949602851
373	0.0009949531311
374	0.0009949531311
375	0.0009947010008
376	0.0009947010008
377	0.0009946993499
378	0.000994695131
379	0.0009946953144
380	0.0009946894445
381	0.0009869868034
382	0.0009869883626
383	0.0009869534184
384	0.0009869650665
385	0.0009869494746
386	0.0009869425958
387	0.000979900829
388	0.0009762112412
389	0.0009762128004
390	0.0009700488579
391	0.000963686623
392	0.0009594141658
393	0.0009594141658
394	0.0009535550435
395	0.0009501436899
396	0.0009501436899
397	0.0009501476337
398	0.0009441111816
399	0.0009371655787
400	0.0009370645065
401	0.0009370645065
402	0.0009370645065
403	0.0009370557016
404	0.0009370644148
405	0.0009294569088
406	0.0009259636128
407	0.0009259571008
408	0.0009259490297
409	0.0009191019502
410	0.0009191000242
411	0.0009142373955
412	0.0009142373955
413	0.0009072626776
414	0.0009072626776
415	0.000900525149
416	0.0008891135376
417	0.0008891156471
418	0.0008891156471
419	0.0008891048245
420	0.0008826895808
421	0.0008826809594
422	0.000882672338
423	0.0008826754564
424	0.0008826695865
425	0.000882672338
426	0.0008826809594
427	0.0008826768322
428	0.0008826726132
429	0.0008826517934
430	0.0008826411542
431	0.0008826187752
432	0.0008826319825
433	0.0008826105207
434	0.0008826105207
435	0.0008826086864
436	0.0008826086864
437	0.0008817896845
438	0.0008817896845
439	0.0008817896845
440	0.0008817837229
441	0.0008766485075
442	0.0008766456642
443	0.0008766323653
444	0.0008766309895
445	0.0008766395192
446	0.000876644105
447	0.0008766311729
448	0.0008766381434
449	0.0008755627605
450	0.0008720018445
451	0.0008720028533
452	0.0008649447255
453	0.0008649299591
454	0.0008591782693
455	0.0008525190191
456	0.0008525010426
457	0.0008525011343
458	0.0008525056284
459	0.0008465353961
460	0.0008465319108
461	0.0008465320942
462	0.0008413365962
463	0.0008413365962
464	0.000841332102
465	0.0008380863259
466	0.0008380863259
467	0.0008380845833
468	0.0008381067788
469	0.0008380894443
470	0.0008380722932
471	0.0008380722932
472	0.0008380841247
473	0.0008380682576
474	0.0008380685328
475	0.0008380685328
476	0.000838048355
477	0.0008380445946
478	0.0008360504816
479	0.0008360504816
480	0.0008291440138
481	0.0008291330077
482	0.0008291113943
483	0.0008291203825
484	0.0008291117611
485	0.0008291178145
486	0.0008236933832
487	0.0008236937501
488	0.0008236937501
489	0.0008236902649
490	0.0008236835096
491	0.0008236699355
492	0.0008236737876
493	0.0008218537536
494	0.0008218407298
495	0.0008217729508
496	0.0008217735929
497	0.0008217551577
498	0.0008164829368
499	0.0008164772503
500	0.0008164719308
501	0.0008164821114
502	0.0008164831202
503	0.0008164611081
504	0.000810457607
505	0.0008104635686
506	0.0008104555892
507	0.0008055405782
508	0.0008054703229
509	0.0008054815124
510	0.0008054765597
511	0.0008054727076
512	0.0008024250403
513	0.0008024046791
514	0.0008024077975
515	0.0008024055963
516	0.0008024023862
517	0.0008023899127
518	0.0008023879866
519	0.0008023937648
520	0.0008023871612
521	0.0007975623482
522	0.0007975569368
523	0.0007975637239
524	0.000797561431
525	0.0007946103101
526	0.0007946047153
527	0.0007945975614
528	0.0007945987537
529	0.0007945846293
530	0.0007945823364
531	0.0007940466486
532	0.0007911577119
533	0.0007883473168
534	0.000788348876
535	0.0007883569471
536	0.0007883394291
537	0.000788333284
538	0.0007883425475
539	0.0007883468582
540	0.0007883224614
541	0.0007883224614
542	0.0007852479529
543	0.0007852459351
544	0.0007852359379
545	0.0007852341036
546	0.0007852235561
547	0.0007852168608
548	0.000785215485
549	0.000785215485
550	0.0007852308935
551	0.0007852308935
552	0.000785214843
553	0.000785205121
554	0.0007852041121
555	0.0007851976002
556	0.0007851999848
557	0.0007851978753
558	0.0007851978753
559	0.0007851978753
560	0.0007851873279
561	0.0007851873279
562	0.0007851873279
563	0.0007851873279
564	0.0007852141093
565	0.0007851901711
566	0.0007851901711
567	0.0007851787065
568	0.0007851847598
569	0.0007851847598
570	0.0007851847598
571	0.0007851809994
572	0.000785177881
573	0.000785177881
574	0.000785177881
575	0.000785177881
576	0.0007851745792
577	0.0007851772989
578	0.0007851772989
579	0.0007851656509
580	0.0007851656509
581	0.0007851773906
582	0.0007851660177
583	0.000785161707
584	0.000785161707
585	0.000785161707
586	0.000785161707
587	0.000785161707
588	0.0007851580383
589	0.0007851580383
590	0.0007851570295
591	0.0007851585886
592	0.0007851603313
593	0.0007851603313
594	0.0007851603313
595	0.0007851603313
596	0.0007851603313
597	0.0007851603313
598	0.0007851556537
599	0.0007851564792
600	0.0007851498755
601	0.0007851400618
602	0.0007851400618
603	0.0007851400618
604	0.0007851400618
605	0.0007851400618
606	0.0007851400618
607	0.0007851400618
608	0.0007851400618
609	0.0007851400618
610	0.0007851400618
611	0.0007851328161
612	0.0007851328161
613	0.0007851328161
614	0.0007851328161
615	0.0007851328161
616	0.0007851328161
617	0.0007851328161
618	0.0007851328161
619	0.0007851328161
620	0.0007851328161
621	0.0007851429967
622	0.0007851429967
623	0.0007851429967
624	0.0007851429967
625	0.0007851429967
626	0.0007851429967
627	0.0007851429967
628	0.0007851302481
629	0.0007851225438
630	0.0007851225438
631	0.0007851225438
632	0.0007851225438
633	0.0007851225438
634	0.0007851225438
635	0.0007851225438
636	0.0007851225438
637	0.0007851225438
638	0.0007851225438
639	0.0007851225438
640	0.0007851225438
641	0.0007851225438
642	0.0007851225438
643	0.0007851225438
644	0.0007851225438
645	0.0007851225438
646	0.0007851225438
647	0.0007851225438
648	0.0007851225438
649	0.0007851225438
650	0.0007851225438
651	0.0007851225438
652	0.0007851225438
653	0.0007851225438
654	0.0007851225438
655	0.0007851225438
656	0.0007851225438
657	0.0007851225438
658	0.0007851225438
659	0.0007851225438
660	0.0007851225438
661	0.0007851225438
662	0.0007851225438
663	0.0007851225438
664	0.0007851225438
665	0.0007851225438
666	0.0007851225438
667	0.0007851225438
668	0.0007851225438
669	0.0007851225438
670	0.0007851225438
671	0.0007851225438
672	0.0007851225438
673	0.0007851225438
674	0.0007851225438
675	0.0007851225438
676	0.0007851225438
677	0.0007851225438
678	0.0007851225438
679	0.0007851225438
680	0.0007851225438
681	0.0007851225438
682	0.0007851225438
683	0.0007851225438
684	0.0007851225438
685	0.0007851225438
686	0.0007851225438
687	0.0007851225438
688	0.0007851225438
689	0.0007851225438
690	0.0007851225438
691	0.0007851225438
692	0.0007851225438
693	0.0007851225438
694	0.0007851225438
695	0.0007851225438
696	0.0007851225438
697	0.0007851225438
698	0.0007851225438
699	0.0007851225438
700	0.0007851225438
701	0.0007851225438
702	0.0007851225438
703	0.0007851225438
704	0.0007851225438
705	0.0007851225438
706	0.0007851225438
707	0.0007851225438
708	0.0007851225438
709	0.0007851225438
710	0.0007851225438
711	0.0007851225438
712	0.0007851225438
713	0.0007851225438
714	0.0007851225438
715	0.0007851225438
716	0.0007851225438
717	0.0007851225438
718	0.0007851225438
719	0.0007851225438
720	0.0007851225438
721	0.0007851225438
722	0.0007851225438
723	0.0007851225438
724	0.0007851225438
725	0.0007851225438
726	0.0007851225438
727	0.0007851225438
728	0.0007851225438
729	0.0007851225438
730	0.0007851225438
731	0.0007851225438
732	0.0007851225438
733	0.0007851225438
734	0.0007851225438
735	0.0007851225438
736	0.0007851225438
737	0.0007851225438
738	0.0007851225438
739	0.0007851225438
740	0.0007851225438
741	0.0007851225438
742	0.0007851225438
743	0.0007851225438
744	0.0007851225438
745	0.0007851225438
746	0.0007851225438
747	0.0007851225438
748	0.0007851225438
749	0.0007851225438
750	0.0007851225438
751	0.0007851225438
752	0.0007851225438
753	0.0007851225438
754	0.0007851225438
755	0.0007851225438
756	0.0007851225438
757	0.0007851225438
758	0.0007851225438
759	0.0007851225438
760	0.0007851225438
761	0.0007851225438
762	0.0007851225438
763	0.0007851225438
764	0.0007851225438
765	0.0007851225438
766	0.0007851225438
767	0.0007851225438
768	0.0007851225438
769	0.0007851225438
770	0.0007851225438
771	0.0007851225438
772	0.0007851225438
773	0.0007851225438
774	0.0007851225438
775	0.0007851225438
776	0.0007851225438
777	0.0007851225438
778	0.0007851225438
779	0.0007851225438
780	0.0007851225438
781	0.0007851225438
782	0.0007851225438
783	0.0007851225438
784	0.0007851225438
785	0.0007851225438
786	0.0007851225438
787	0.0007851225438
788	0.0007851225438
789	0.0007851225438
790	0.0007851225438
791	0.0007851225438
792	0.0007851225438
793	0.0007851225438
794	0.0007851225438
795	0.0007851225438
796	0.0007851225438
797	0.0007851225438
798	0.0007851225438
799	0.0007851225438
800	0.0007851225438
801	0.0007851225438
802	0.0007851225438
803	0.0007851225438
804	0.0007851225438
805	0.0007851225438
806	0.0007851225438
807	0.0007851225438
808	0.0007851225438
809	0.0007851225438
810	0.0007851225438
811	0.0007851225438
812	0.0007851225438
813	0.0007851225438
814	0.0007851225438
815	0.0007851225438
816	0.0007851225438
817	0.0007851225438
818	0.0007851225438
819	0.0007851225438
820	0.0007851225438
821	0.0007851225438
822	0.0007851225438
823	0.0007851225438
824	0.0007851225438
825	0.0007851225438
826	0.0007851225438
827	0.0007851225438
828	0.0007851225438
829	0.0007851225438
830	0.0007851225438
831	0.0007851225438
832	0.0007851225438
833	0.0007851225438
834	0.0007851225438
835	0.0007851225438
836	0.0007851225438
837	0.0007851225438
838	0.0007851225438
839	0.0007851225438
840	0.0007851225438
841	0.0007851225438
842	0.0007851225438
843	0.0007851225438
844	0.0007851225438
845	0.0007851225438
846	0.0007851225438
847	0.0007851225438
848	0.0007851225438
849	0.0007851225438
850	0.0007851225438
851	0.0007851225438
852	0.0007851225438
853	0.0007851225438
854	0.0007851225438
855	0.0007851225438
856	0.0007851225438
857	0.0007851225438
858	0.0007851225438
859	0.0007851225438
860	0.0007851225438
861	0.0007851225438
862	0.0007851225438
863	0.0007851225438
864	0.0007851225438
865	0.0007851225438
866	0.0007851225438
867	0.0007851225438
868	0.0007851225438
869	0.0007851225438
870	0.0007851225438
871	0.0007851225438
872	0.0007851225438
873	0.0007851225438
874	0.0007851225438
875	0.0007851225438
876	0.0007851225438
877	0.0007851225438
878	0.0007851225438
879	0.0007851225438
880	0.0007851225438
881	0.0007851225438
882	0.0007851225438
883	0.0007851225438
884	0.0007851225438
885	0.0007851225438
886	0.0007851225438
887	0.0007851225438
888	0.0007851225438
889	0.0007851225438
890	0.0007851225438
891	0.0007851225438
892	0.0007851225438
893	0.0007851225438
894	0.0007851225438
895	0.0007851225438
896	0.0007851225438
897	0.0007851225438
898	0.0007851225438
899	0.0007851225438
900	0.0007851225438
901	0.0007851225438
902	0.0007851225438
903	0.0007851225438
904	0.0007851225438
905	0.0007851225438
906	0.0007851225438
907	0.0007851225438
908	0.0007851225438
909	0.0007851225438
910	0.0007851225438
911	0.0007851225438
912	0.0007851225438
913	0.0007851225438
914	0.0007851225438
915	0.0007851225438
916	0.0007851225438
917	0.0007851225438
918	0.0007851225438
919	0.0007851225438
920	0.0007851225438
921	0.0007851225438
922	0.0007851225438
923	0.0007851225438
924	0.0007851225438
925	0.0007851225438
926	0.0007851225438
927	0.0007851225438
928	0.0007851225438
929	0.0007851225438
930	0.0007851225438
931	0.0007851225438
932	0.0007851225438
933	0.0007851225438
934	0.0007851225438
935	0.0007851225438
936	0.0007851225438
937	0.0007851225438
938	0.0007851225438
939	0.0007851225438
940	0.0007851225438
941	0.0007851225438
942	0.0007851225438
943	0.0007851225438
944	0.0007851225438
945	0.0007851225438
946	0.0007851225438
947	0.0007851225438
948	0.0007851225438
949	0.0007851225438
950	0.0007851225438
951	0.0007851225438
952	0.0007851225438
953	0.0007851225438
954	0.0007851225438
955	0.0007851225438
956	0.0007851225438
957	0.0007851225438
958	0.0007851225438
959	0.0007851225438
960	0.0007851225438
961	0.0007851225438
962	0.0007851225438
963	0.0007851225438
964	0.0007851225438
965	0.0007851225438
966	0.0007851225438
967	0.0007851225438
968	0.0007851225438
969	0.0007851225438
970	0.0007851225438
971	0.0007851225438
972	0.0007851225438
973	0.0007851225438
974	0.0007851225438
975	0.0007851225438
976	0.0007851225438
977	0.0007851225438
978	0.0007851225438
979	0.0007851225438
980	0.0007851225438
981	0.0007851225438
982	0.0007851225438
983	0.0007851225438
984	0.0007851225438
985	0.0007851225438
986	0.0007851225438
987	0.0007851225438
988	0.0007851225438
989	0.0007851225438
990	0.0007851225438
991	0.0007851225438
992	0.0007851225438
993	0.0007851225438
994	0.0007851225438
995	0.0007851225438
996	0.0007851225438
997	0.0007851225438
998	0.0007851225438
999	0.0007851225438
